Instance,API_Endpoint,Error_Reason
precure.ml,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://precure.ml/api/v1/instance/domain_blocks
precure.ml,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://precure.ml/api/v1/instance/terms_of_service
qdon.space,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://qdon.space/api/v1/instance/domain_blocks
qdon.space,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://qdon.space/api/v1/instance/terms_of_service
qnmd.info,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://qnmd.info/api/v1/instance/domain_blocks
qnmd.info,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://qnmd.info/api/v1/instance/terms_of_service
qoto.org,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://qoto.org/api/v1/instance/domain_blocks
qoto.org,/api/v1/instance/extended_description,404 Client Error: Not Found for url: https://qoto.org/api/v1/instance/extended_description
qoto.org,/api/v1/instance/privacy_policy,404 Client Error: Not Found for url: https://qoto.org/api/v1/instance/privacy_policy
qoto.org,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://qoto.org/api/v1/instance/terms_of_service
qoto.org,/api/v1/instance/translation_languages,404 Client Error: Not Found for url: https://qoto.org/api/v1/instance/translation_languages
raptol.net,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://raptol.net/api/v1/instance/domain_blocks
raptol.net,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://raptol.net/api/v1/instance/terms_of_service
redwombat.social,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://redwombat.social/api/v1/instance/domain_blocks
redwombat.social,/api/v1/instance/privacy_policy,500 Server Error: Internal Server Error for url: https://redwombat.social/api/v1/instance/privacy_policy
redwombat.social,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://redwombat.social/api/v1/instance/terms_of_service
rewa.mobi,/api/v1/instance/rules,404 Client Error: Not Found for url: https://rewa.mobi/api/v1/instance/rules
rewa.mobi,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://rewa.mobi/api/v1/instance/domain_blocks
rewa.mobi,/api/v1/instance/extended_description,404 Client Error: Not Found for url: https://rewa.mobi/api/v1/instance/extended_description
rewa.mobi,/api/v1/instance/privacy_policy,404 Client Error: Not Found for url: https://rewa.mobi/api/v1/instance/privacy_policy
rewa.mobi,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://rewa.mobi/api/v1/instance/terms_of_service
rewa.mobi,/api/v1/instance/translation_languages,404 Client Error: Not Found for url: https://rewa.mobi/api/v1/instance/translation_languages
rubber.social,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://rubber.social/api/v1/instance/domain_blocks
rubber.social,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://rubber.social/api/v1/instance/terms_of_service
ruby.social,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://ruby.social/api/v1/instance/domain_blocks
ruby.social,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://ruby.social/api/v1/instance/terms_of_service
ruhr.social,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://ruhr.social/api/v1/instance/domain_blocks
ruhr.social,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://ruhr.social/api/v1/instance/terms_of_service
scalie.club,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://scalie.club/api/v1/instance/domain_blocks
scalie.club,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://scalie.club/api/v1/instance/terms_of_service
schleuss.online,imformation (v2 & v1),"HTTPSConnectionPool(host='schleuss.online', port=443): Read timed out. (read timeout=10)"
schleuss.online,/api/v1/instance/peers,"HTTPSConnectionPool(host='schleuss.online', port=443): Read timed out. (read timeout=10)"
schleuss.online,/api/v1/instance/activity,"HTTPSConnectionPool(host='schleuss.online', port=443): Read timed out. (read timeout=10)"
schleuss.online,/api/v1/instance/rules,"HTTPSConnectionPool(host='schleuss.online', port=443): Read timed out. (read timeout=10)"
schleuss.online,/api/v1/instance/domain_blocks,"HTTPSConnectionPool(host='schleuss.online', port=443): Read timed out. (read timeout=10)"
schleuss.online,/api/v1/instance/extended_description,"HTTPSConnectionPool(host='schleuss.online', port=443): Read timed out. (read timeout=10)"
schleuss.online,/api/v1/instance/privacy_policy,"HTTPSConnectionPool(host='schleuss.online', port=443): Read timed out. (read timeout=10)"
schleuss.online,/api/v1/instance/terms_of_service,"HTTPSConnectionPool(host='schleuss.online', port=443): Read timed out. (read timeout=10)"
schleuss.online,/api/v1/instance/translation_languages,"HTTPSConnectionPool(host='schleuss.online', port=443): Read timed out. (read timeout=10)"
scicomm.xyz,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://scicomm.xyz/api/v1/instance/domain_blocks
scicomm.xyz,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://scicomm.xyz/api/v1/instance/terms_of_service
shadowverdon.info,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://shadowverdon.info/api/v1/instance/domain_blocks
shadowverdon.info,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://shadowverdon.info/api/v1/instance/terms_of_service
snaggletooth.life,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://snaggletooth.life/api/v1/instance/terms_of_service
social.atypique.net,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://social.atypique.net/api/v1/instance/domain_blocks
social.atypique.net,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://social.atypique.net/api/v1/instance/terms_of_service
social.bau-ha.us,/api/v1/instance/peers,404 Client Error: Not Found for url: https://social.bau-ha.us/api/v1/instance/peers
social.bau-ha.us,/api/v1/instance/activity,404 Client Error: Not Found for url: https://social.bau-ha.us/api/v1/instance/activity
social.bau-ha.us,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://social.bau-ha.us/api/v1/instance/terms_of_service
social.beachcom.org,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://social.beachcom.org/api/v1/instance/domain_blocks
social.beachcom.org,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://social.beachcom.org/api/v1/instance/terms_of_service
social.chinwag.org,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://social.chinwag.org/api/v1/instance/domain_blocks
social.chinwag.org,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://social.chinwag.org/api/v1/instance/terms_of_service
social.coop,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://social.coop/api/v1/instance/domain_blocks
social.coop,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://social.coop/api/v1/instance/terms_of_service
social.dumijay.com,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://social.dumijay.com/api/v1/instance/domain_blocks
social.dumijay.com,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://social.dumijay.com/api/v1/instance/terms_of_service
social.luca.run,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://social.luca.run/api/v1/instance/domain_blocks
social.luca.run,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://social.luca.run/api/v1/instance/terms_of_service
social.mikutter.hachune.net,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://social.mikutter.hachune.net/api/v1/instance/domain_blocks
social.mikutter.hachune.net,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://social.mikutter.hachune.net/api/v1/instance/terms_of_service
social.mochi.academy,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://social.mochi.academy/api/v1/instance/domain_blocks
social.mochi.academy,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://social.mochi.academy/api/v1/instance/terms_of_service
social.nah.re,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://social.nah.re/api/v1/instance/terms_of_service
social.rebellion.global,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://social.rebellion.global/api/v1/instance/domain_blocks
social.rebellion.global,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://social.rebellion.global/api/v1/instance/terms_of_service
social.typica.us,/api/v1/instance/peers,404 Client Error: Not Found for url: https://social.typica.us/api/v1/instance/peers
social.typica.us,/api/v1/instance/activity,404 Client Error: Not Found for url: https://social.typica.us/api/v1/instance/activity
social.typica.us,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://social.typica.us/api/v1/instance/domain_blocks
social.typica.us,/api/v1/instance/extended_description,404 Client Error: Not Found for url: https://social.typica.us/api/v1/instance/extended_description
social.typica.us,/api/v1/instance/privacy_policy,404 Client Error: Not Found for url: https://social.typica.us/api/v1/instance/privacy_policy
social.typica.us,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://social.typica.us/api/v1/instance/terms_of_service
social.typica.us,/api/v1/instance/translation_languages,404 Client Error: Not Found for url: https://social.typica.us/api/v1/instance/translation_languages
social.wake.st,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://social.wake.st/api/v1/instance/terms_of_service
society.oftrolls.com,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://society.oftrolls.com/api/v1/instance/domain_blocks
society.oftrolls.com,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://society.oftrolls.com/api/v1/instance/terms_of_service
sonomu.club,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://sonomu.club/api/v1/instance/domain_blocks
sonomu.club,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://sonomu.club/api/v1/instance/terms_of_service
stoneartprod.xyz,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://stoneartprod.xyz/api/v1/instance/domain_blocks
stoneartprod.xyz,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://stoneartprod.xyz/api/v1/instance/terms_of_service
swingset.social,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://swingset.social/api/v1/instance/domain_blocks
swingset.social,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://swingset.social/api/v1/instance/terms_of_service
tablegame.mstdn.cloud,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://tablegame.mstdn.cloud/api/v1/instance/domain_blocks
tablegame.mstdn.cloud,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://tablegame.mstdn.cloud/api/v1/instance/terms_of_service
taruntarun.net,/api/v1/instance/peers,404 Client Error: Not Found for url: https://taruntarun.net/api/v1/instance/peers
taruntarun.net,/api/v1/instance/activity,404 Client Error: Not Found for url: https://taruntarun.net/api/v1/instance/activity
taruntarun.net,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://taruntarun.net/api/v1/instance/domain_blocks
taruntarun.net,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://taruntarun.net/api/v1/instance/terms_of_service
tekkadon.manimani.cc,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://tekkadon.manimani.cc/api/v1/instance/domain_blocks
tekkadon.manimani.cc,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://tekkadon.manimani.cc/api/v1/instance/terms_of_service
tilde.zone,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://tilde.zone/api/v1/instance/domain_blocks
tilde.zone,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://tilde.zone/api/v1/instance/terms_of_service
tooot.im,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://tooot.im/api/v1/instance/terms_of_service
toot.aquilenet.fr,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://toot.aquilenet.fr/api/v1/instance/terms_of_service
toot.berlin,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://toot.berlin/api/v1/instance/terms_of_service
toot.blue,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://toot.blue/api/v1/instance/terms_of_service
toot.cafe,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://toot.cafe/api/v1/instance/domain_blocks
toot.cafe,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://toot.cafe/api/v1/instance/terms_of_service
toot.cat,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://toot.cat/api/v1/instance/terms_of_service
toot.kif.rocks,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://toot.kif.rocks/api/v1/instance/terms_of_service
toot.si,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://toot.si/api/v1/instance/domain_blocks
toot.si,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://toot.si/api/v1/instance/terms_of_service
toot.thoughtworks.com,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://toot.thoughtworks.com/api/v1/instance/domain_blocks
toot.thoughtworks.com,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://toot.thoughtworks.com/api/v1/instance/terms_of_service
toot.wales,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://toot.wales/api/v1/instance/domain_blocks
tooting.ch,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://tooting.ch/api/v1/instance/terms_of_service
tooting.ch,/api/v1/instance/translation_languages,503 Server Error: Service Unavailable for url: https://tooting.ch/api/v1/instance/translation_languages
tooting.intensifi.es,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://tooting.intensifi.es/api/v1/instance/terms_of_service
troet.cafe,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://troet.cafe/api/v1/instance/terms_of_service
ukadon.shillest.net,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://ukadon.shillest.net/api/v1/instance/domain_blocks
ukadon.shillest.net,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://ukadon.shillest.net/api/v1/instance/terms_of_service
ulman.social,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://ulman.social/api/v1/instance/domain_blocks
ulman.social,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://ulman.social/api/v1/instance/terms_of_service
unnerv.jp,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://unnerv.jp/api/v1/instance/domain_blocks
unnerv.jp,/api/v1/instance/extended_description,404 Client Error: Not Found for url: https://unnerv.jp/api/v1/instance/extended_description
unnerv.jp,/api/v1/instance/privacy_policy,404 Client Error: Not Found for url: https://unnerv.jp/api/v1/instance/privacy_policy
unnerv.jp,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://unnerv.jp/api/v1/instance/terms_of_service
unnerv.jp,/api/v1/instance/translation_languages,404 Client Error: Not Found for url: https://unnerv.jp/api/v1/instance/translation_languages
v2.nyoki.club,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://v2.nyoki.club/api/v1/instance/domain_blocks
v2.nyoki.club,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://v2.nyoki.club/api/v1/instance/terms_of_service
vis.social,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://vis.social/api/v1/instance/domain_blocks
vis.social,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://vis.social/api/v1/instance/terms_of_service
vocalodon.net,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://vocalodon.net/api/v1/instance/domain_blocks
vocalodon.net,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://vocalodon.net/api/v1/instance/terms_of_service
wandering.shop,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://wandering.shop/api/v1/instance/terms_of_service
wokka.be,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://wokka.be/api/v1/instance/domain_blocks
wokka.be,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://wokka.be/api/v1/instance/terms_of_service
wp-social.net,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://wp-social.net/api/v1/instance/domain_blocks
writing.exchange,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://writing.exchange/api/v1/instance/domain_blocks
writing.exchange,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://writing.exchange/api/v1/instance/terms_of_service
wug.fun,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://wug.fun/api/v1/instance/domain_blocks
wug.fun,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://wug.fun/api/v1/instance/terms_of_service
www.librepunk.club,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://www.librepunk.club/api/v1/instance/terms_of_service
x0r.be,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://x0r.be/api/v1/instance/domain_blocks
x0r.be,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://x0r.be/api/v1/instance/terms_of_service
xn--69aa8bzb.xn--y9a3aq,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://xn--69aa8bzb.xn--y9a3aq/api/v1/instance/domain_blocks
xn--69aa8bzb.xn--y9a3aq,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://xn--69aa8bzb.xn--y9a3aq/api/v1/instance/terms_of_service
yakyudon.net,/api/v1/instance/rules,404 Client Error: Not Found for url: https://yakyudon.net/api/v1/instance/rules
yakyudon.net,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://yakyudon.net/api/v1/instance/domain_blocks
yakyudon.net,/api/v1/instance/extended_description,404 Client Error: Not Found for url: https://yakyudon.net/api/v1/instance/extended_description
yakyudon.net,/api/v1/instance/privacy_policy,404 Client Error: Not Found for url: https://yakyudon.net/api/v1/instance/privacy_policy
yakyudon.net,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://yakyudon.net/api/v1/instance/terms_of_service
yakyudon.net,/api/v1/instance/translation_languages,404 Client Error: Not Found for url: https://yakyudon.net/api/v1/instance/translation_languages
yukari.cafe,/api/v1/instance/domain_blocks,404 Client Error: Not Found for url: https://yukari.cafe/api/v1/instance/domain_blocks
yukari.cafe,/api/v1/instance/terms_of_service,404 Client Error: Not Found for url: https://yukari.cafe/api/v1/instance/terms_of_service
